chapparu,chepparu
chepperu,chepparu
chopparu,chepparu
cheppiru,chepparu
antey,ante
anti,ante
aite,ante
unte,ante
antu,ante
kante,ante
antee,ante
mante,ante
aante,ante
antae,ante
gante,ante
ainte,ante
anto,ante
tante,ante
inte,ante
anteh,ante
anee,ante
lante,ante
anae,ante
epudu,apudu
ipudu,apudu
apdu,apudu
appudu,apudu
apude,apudu
apud,apudu
apuu,apudu
apadu,apudu
pudu,apudu
yapudu,apudu
napudu,apudu
upudu,apudu
aepudu,apudu
oo,lo
lu,lo
loo,lo
li,lo
alo,lo
avaru,yavaru
yevaru,yavaru
eavaru,yavaru
lera,leru
leruu,leru
eru,leru
learu,leru
laru,leru
kabatte,kabatti
kabati,kabatti
kabatii,kabatti
kaabatti,kabatti
kabaatti,kabatti
kabbatti,kabatti
lekapotey,lekapote
lekpote,lekapote
lekapite,lekapote
lekapotee,lekapote
lekapte,lekapote
ivvava,ivvavu
ivvav,ivvavu
ivavu,ivvavu
avvavu,ivvavu
unna,anna
anni,anna
aina,anna
annai,anna
annav,anna
kanna,anna
anno,anna
ana,anna
annaa,anna
sanna,anna
anina,anna
annad,anna
annam,anna
ann,anna
anaa,anna
aanna,anna
nna,anna
auna,anna
enna,anna
annay,anna
banna,anna
anne,anna
anana,anna
aana,anna
ganna,anna
annat,anna
annah,anna
annar,anna
annta,anna
annaw,anna
inna,anna
ainna,anna
arey,rey
rei,rey
reyy,rey
ey,rey
orey,rey
eey,rey
aey,rey
reyi,rey
mandi,andi
aadi,andi
anedi,andi
undi,andi
anii,andi
aindi,andi
indi,andi
anadi,andi
bandi,andi
gandi,andi
audi,andi
ndi,andi
randi,andi
andu,andi
aendi,andi
anei,andi
eandi,andi
aidi,andi
anai,andi
anda,andi
ande,andi
and,andi
anidi,andi
gallo,galilo
maku,miku
meku,miku
mik,miku
nachaladu,nachaledu
nachaledo,nachaledu
nacheledu,nachaledu
enduk,nduk
nduku,nduk
nduko,nduk
nduki,nduk
ndk,nduk
anduk,nduk
ma,mi
emi,mi
oi,mi
mvi,mi
ii,mi
mri,mi
mv,mi
ami,mi
ai,mi
mii,mi
mai,mi
mui,mi
mu,mi
mei,mi
kada,kadu
okadu,kadu
kaadu,kadu
aadu,kadu
adu,kadu
kaduu,kadu
kade,kadu
kad,kadu
kudu,kadu
kado,kadu
kadi,kadu
kdu,kadu
kau,kadu
kaddu,kadu
eh,ah
aha,ah
aah,ah
nah,ah
lah,ah
ahe,ah
ih,ah
oh,ah
wah,ah
au,ah
aj,ah
dah,ah
kah,ah
mah,ah
hah,ah
ab,ah
av,ah
ahí,ah
ad,ah
vah,ah
tpu,topu
top,topu
tapu,topu
toopu,topu
oopu,topu
tope,topu
opu,topu
topuu,topu
tou,topu
andaga,pandaga
chsko,chesko
chusko,chesko
chesuko,chesko
cheusko,chesko
cheska,chesko
sarkar,sarkaru
sarkaaru,sarkaru
sarkari,sarkaru
vaaru,vaari
vari,vaari
aari,vaari
pata,paata
aata,paata
patta,paata
parata,paata
paatu,paata
paataa,paata
ji,jai
jadi,jai
jati,jai
aai,jai
jali,jai
ja,jai
jii,jai
jari,jai
jani,jai
jak,jai
j'ai,jai
maa,maga
mega,maga
mga,maga
magay,maga
kandistuna,kandistunna
chustunnappudu,chustunappudu
chustunapudu,chustunappudu
chestunappudu,chustunappudu
ninu,nenu
nene,nenu
nanu,nenu
nennu,nenu
nena,nenu
neenu,nenu
nenuu,nenu
nenu…,nenu
cheyale,cheyali
cheyyali,cheyali
cheyalo,cheyali
icheyali,cheyali
cheyala,cheyali
cheyaali,cheyali
cheyalsi,cheyali
cheyal,cheyali
anukunnava,anukunnaa
anukunnaam,anukunnaa
anukunnah,anukunnaa
anukunnam,anukunnaa
anukunnav,anukunnaa
mabbuu,mabuu
mabbu,mabuu
mauu,mabuu
adiki,gadiki
gaadiki,gadiki
gadki,gadiki
aadiki,gadiki
gadeki,gadiki
cheyyamani,cheyyamanu
cheyamanu,cheyyamanu
pilli,pilla
illa,pilla
pila,pilla
pulla,pilla
palla,pilla
pillaa,pilla
puk,puka
puku,puka
pika,puka
paka,puka
pukka,puka
pukaa,puka
peka,puka
puuka,puka
maata,mamata
mamaa,mamata
ninnu,ninna
nanna,ninna
nina,ninna
ninne,ninna
ninni,ninna
nenna,ninna
ninno,ninna
gadu,gaadu
gaddu,gaadu
gaadi,gaadu
gaado,gaadu
gaade,gaadu
gaada,gaadu
padatayi,padataya
kudo,kuda
kudaa,kuda
koda,kuda
kida,kuda
kuuda,kuda
kda,kuda
kudda,kuda
kua,kuda
kud,kuda
akkada,akkade
okkade,akkade
akade,akkade
ikkade,akkade
akkadi,akkade
akkadey,akkade
akkad,akkade
akkadem,akkade
akkado,akkade
ina,inka
inko,inka
enka,inka
inkaa,inka
nka,inka
inaa,inka
pinka,inka
inkka,inka
inki,inka
unka,inka
inaka,inka
linka,inka
sigulekunda,siggulekunda
siguulekunda,siggulekunda
luchaa,lucha
ucha,lucha
licha,lucha
luchas,lucha
maatalu,matalu
atalu,matalu
mutalu,matalu
matala,matalu
matlu,matalu
matale,matalu
mataluu,matalu
matladutunv,matladutunav
matladtunav,matladutunav
mataladutunav,matladutunav
matladutunavu,matladutunav
chepina,cheppina
cheppinav,cheppina
cheppana,cheppina
cheppena,cheppina
cheppinaa,cheppina
tarvata,taruvata
taruvaata,taruvata
taravata,taruvata
taruvta,taruvata
taruvataa,taruvata
taruvati,taruvata
chadu,chudu
chuda,chudu
ichudu,chudu
chedu,chudu
chuudu,chudu
chodu,chudu
chuu,chudu
nijame,nijam
nija,nijam
nijama,nijam
nijem,nijam
nijm,nijam
pakka,akka
nakka,akka
akkan,akka
takka,akka
akkda,akka
vakka,akka
sakka,akka
perlu,peru
pere,peru
peri,peru
poru,peru
pl,pls
undidi,undii
vundii,undii
endii,undii
ndii,undii
undai,undii
bagundi,bagndi
baundi,bagndi
bagudi,bagndi
bagodi,bagndi
edaina,edainaa
edinaa,edainaa
jaaga,jalaga
alaga,jalaga
jalagam,jalaga
jalaa,jalaga
gadlu,gaduu
guduu,gaduu
guru,gurtu
vastadu,vastadi
vastai,vastadi
vastaii,vastadi
vestadi,vastadi
vastado,vastadi
vastada,vastadi
vastadii,vastadi
vastaadi,vastadi
astadi,vastadi
meru,meeru
meere,meeru
meera,meeru
merru,meeru
meerru,meeru
padindi,padandi
podandi,padandi
padanidi,padandi
padani,padandi
padundi,padandi
madyam,madam
adam,madam
medam,madam
aadam,madam
madaa,madam
mve,mee
mese,mee
meek,mee
mere,mee
meke,mee
mme,mee
mele,mee
uee,mee
mey,mee
aee,mee
meme,mee
nijanaga,nijanga
nijangaa,nijanga
saale,sale
sala,sale
sal,sale
salem,sale
asale,sale
saley,sale
stale,sale
ale,sale
scale,sale
salu,sale
chillar,chilla
chilaa,chilla
chillah,chilla
chille,chilla
tana,tena
tenu,tena
iena,tena
tina,tena
tene,tena
tenda,tena
bayta,bayata
byata,bayata
alisina,kalisina
vyakta,vyakti
annaya,annayay
annayah,annayay
ippudu,eppudu
eppudo,eppudu
eppude,eppudu
yeppudu,eppudu
eppud,eppudu
eppdu,eppudu
uppudu,eppudu
haayiga,hayiga
hayyiga,hayiga
undala,undali
vundali,undali
undaali,undali
undalo,undali
undal,undali
undalsi,undali
undale,undali
cheppaleni,cheppalani
konne,konni
konna,konni
vade,vadu
vado,vadu
vadi,vadu
evadu,vadu
vaadu,vadu
avadu,vadu
vaddu,vadu
vedu,vadu
vad,vadu
vada,vadu
vidu,vadu
ivadu,vadu
vodu,vadu
ovadu,vadu
vaduu,vadu
matladtadu,matladatadu
matladutadu,matladatadu
matladatado,matladatadu
baga,baaga
baagu,baaga
baagaa,baaga
badaga,baaga
rani,rana
ranga,rana
ranu,rana
rena,rana
rona,rana
riana,rana
iana,rana
raina,rana
cheppali,chepali
chapali,chepali
chepale,chepali
chepaali,chepali
chepala,chepali
chupali,chepali
chpali,chepali
evvariki,evariki
evariko,evariki
variki,evariki
evarki,evariki
yevariki,evariki
avariki,evariki
teludu,teledu
telidu,teledu
teleedu,teledu
telodu,teledu
teleda,teledu
chuste,chusta
chesta,chusta
chustav,chusta
chusaa,chusta
chustam,chusta
chustu,chusta
chasta,chusta
chsta,chusta
chustar,chusta
chustaa,chusta
chustay,chusta
chusata,chusta
asala,asalu
assalu,asalu
asal,asalu
aslu,asalu
aalu,asalu
aasalu,asalu
esalu,asalu
asallu,asalu
ashalu,asalu
asaalu,asalu
asaluu,asalu
allu,gallu
gaallu,gallu
galle,gallu
galla,gallu
galu,gallu
galli,gallu
gaalu,gallu
chalamande,chalamandi
ekkuva,akkuva
takkuva,akkuva
akuva,akkuva
eakkuva,akkuva
akkuv,akkuva
yakkuva,akkuva
aaru,ayaru
yaru,ayaru
ayyaru,ayaru
tayaru,ayaru
aiyaru,ayaru
ayaro,ayaru
kanusam,kanisam
kanesam,kanisam
ledu,ladu
lado,ladu
ldu,ladu
lada,ladu
leadu,ladu
laddu,ladu
lodu,ladu
laedu,ladu
hai,haa
hara,haa
har,haa
hua,haa
had,haa
ha,haa
ahaa,haa
hal,haa
hay,haa
haha,haa
hae,haa
has,haa
ham,haa
hav,haa
haah,haa
hat,haa
deeni,deenni
deenini,deenni
deenne,deenni
denni,deenni
batti,batte
batta,batte
arda,ardam
ardama,ardam
aram,ardam
avutundi,avutondi
avtondi,avutondi
peda,pedda
pedaa,pedda
peeda,pedda
peada,pedda
va,vo
ve,vo
vdo,vo
evo,vo
vu,vo
vi,vo
valle,valla
vella,valla
vala,valla
vallu,valla
vaala,valla
vaalla,valla
villa,valla
vallau,valla
ivalla,valla
alla,valla
aalla,valla
vallam,valla
valli,valla
valaa,valla
vallae,valla
vallaa,valla
vallo,valla
volla,valla
telsu,telusu
telusa,telusu
telusi,telusu
teluso,telusu
telusuu,telusu
talusu,telusu
madayalo,madyalo
madalo,madyalo
madyala,madyalo
madyallo,madyalo
madylo,madyalo
alanti,lanti
elanti,lanti
ilanti,lanti
lanta,lanti
lani,lanti
laanti,lanti
laniti,lanti
laati,lanti
kosame,kosam
kosamo,kosam
kosama,kosam
koosam,kosam
kosham,kosam
anaru,antaru
untaru,antaru
antaaru,antaru
aitaru,antaru
autaru,antaru
antara,antaru
antar,antaru
antau,antaru
antari,antaru
ntaru,antaru
antru,antaru
chaka,chakra
meedi,meeda
meda,meeda
meede,meeda
eeda,meeda
mmeeda,meeda
medda,meeda
meada,meeda
padkunta,padkuntav
laga,laaga
lagga,laaga
ilaaga,laaga
elaaga,laaga
alaaga,laaga
edo,edi
idi,edi
adi,edi
eedi,edi
nedi,edi
eda,edi
ede,edi
kedi,edi
yedi,edi
edu,edi
odi,edi
vedi,edi
eddi,edi
medi,edi
edii,edi
telgu,telugu
ledaa,leda
led,leda
ledo,leda
luda,leda
lede,leda
english,tenglish
adina,edina
medina,edina
edena,edina
yedina,edina
odina,edina
avakasam,avakasham
avakaasham,avakasham
mare,mari
maro,mari
meri,mari
ari,mari
mar,mari
mara,mari
marii,mari
muri,mari
maari,mari
marli,mari
unnaru,vunnaru
vunnara,vunnaru
vunaru,vunnaru
vunnaaru,vunnaru
vunnau,vunnaru
chestunaru,chestunaaru
chestunnaaru,chestunaaru
chustunaaru,chestunaaru
chestuntaaru,chestunaaru
chestunaara,chestunaaru
cheyandi,cheyani
cheyanu,cheyani
cheyyani,cheyani
chayani,cheyani
naaku,naake
naakem,naake
naaka,naake
naak,naake
nakke,naake
nake,naake
naakey,naake
naaki,naake
kopa,kopam
vastundi,vestundi
estundi,vestundi
vestondi,vestundi
chestunte,chustunte
chustune,chustunte
chustuntey,chustunte
chustuntee,chustunte
chustunta,chustunte
chastunte,chustunte
chustnte,chustunte
ammaki,ammai
ammayi,ammai
amma,ammai
ammi,ammai
amai,ammai
ammani,ammai
ammam,ammai
ammay,ammai
ammaa,ammai
kaka,keka
kek,keka
eeka,keka
kekaa,keka
keeka,keka
keke,keka
koodaa,kooda
koodu,kooda
ooda,kooda
unnai,unnayi
unnay,unnayi
unayi,unnayi
vunnayi,unnayi
unnaye,unnayi
unnaya,unnayi
unnayy,unnayi
unnayo,unnayi
unnaii,unnayi
unnaei,unnayi
unnaai,unnayi
tunnayi,unnayi
vundo,vundi
vundu,vundi
vunadi,vundi
vndi,vundi
vunde,vundi
vunda,vundi
vundli,vundi
vunai,vundi
lekunda,lekunde
lekundey,lekunde
istaru,istara
istar,istara
istaro,istara
pratii,prati
peati,prati
pati,prati
prti,prati
pratgi,prati
prate,prati
prato,prati
arati,prati
chustunnam,chustannam
ikkadi,ikkada
ekkada,ikkada
ikada,ikkada
ikkadaa,ikkada
ikkad,ikkada
ikkda,ikkada
kkada,ikkada
niku,naku
nak,naku
neku,naku
anaku,naku
naki,naku
nako,naku
aaku,naku
aku,naku
nakku,naku
naka,naku
neaku,naku
nakuu,naku
kavala,kavali
kavalo,kavali
kavalai,kavali
kavalni,kavali
kaavali,kavali
avali,kavali
kaali,kavali
kavalii,kavali
kavli,kavali
kavlli,kavali
kovali,kavali
okkati,okati
vokati,okati
kati,okati
okate,okati
okatti,okati
padevi,padei
padi,padei
padesi,padei
padedi,padei
pade,padei
padey,padei
adei,padei
paddi,padei
padai,padei
mingutunaru,mingutunaro
chepachu,chepochu
cheppochu,chepochu
chepechu,chepochu
ayina,ayna
aya,ayna
ayana,ayna
iyna,ayna
ayena,ayna
aynaa,ayna
aynav,ayna
aiyna,ayna
ayni,ayna
sigguu,siggu
sigu,siggu
sigga,siggu
seggu,siggu
malli,malla
mallu,malla
malle,malla
mulla,malla
mala,malla
mallo,malla
mella,malla
maala,malla
milla,malla
daggara,dagara
degara,dagara
dagera,dagara
dagira,dagara
kalam,kaalam
kamalam,kaalam
kaalai,kaalam
kallam,kaalam
kaala,kaalam
cheppukune,cheppukuni
cheppukoni,cheppukuni
krushi,kushi
renu,rendu
rondu,rendu
renduu,rendu
rndu,rendu
cineamalu,cinemalu
cinemalo,cinemalu
cinemala,cinemalu
cinemaalu,cinemalu
cinemale,cinemalu
cinimalu,cinemalu
yy,eyy
eyyi,eyy
eyi,eyy
deyy,eyy
veyy,eyy
heyy,eyy
beyy,eyy
teyy,eyy
leyy,eyy
emo,em
yem,em
en,em
eme,em
es,em
gem,em
pm,em
kem,em
aem,em
eem,em
unadi,unndi
unnadi,unndi
unnedi,unndi
pattinchukoni,pattinchukuni
radu,raadu
rayadu,raadu
raada,raadu
rasadu,raadu
baboi,baboii
babboii,baboii
babori,baboii
babooi,baboii
vunna,vunnay
vunnav,vunnay
vunay,vunnay
vunnai,vunnay
vunnaay,vunnay
vunnam,vunnay
vunnaya,vunnay
antav,antava
antavu,antava
untava,antava
antaa,antava
mantava,antava
antaava,antava
undaru,andaru
andari,andaru
andaruu,andaru
aadaru,andaru
andru,andaru
andaeu,andaru
indaru,andaru
andar,andaru
kamu,kampu
kaapu,kampu
chettaga,chetaga
chataga,chetaga
untey,untay
untar,untay
untai,untay
untam,untay
untav,untay
untayi,untay
unay,untay
untayo,untay
untad,untay
antay,untay
untaya,untay
untaay,untay
intay,untay
vuntay,untay
kuntay,untay
chastunnaru,chestunnaru
chustunnaru,chestunnaru
chestunnar,chestunnaru
chestunnara,chestunnaru
chestunnaro,chestunnaru
cheotunnaru,chestunnaru
evaru,evaro
evari,evaro
evar,evaro
yevaro,evaro
avaro,evaro
evarto,evaro
evvaro,evaro
okasari,okasaari
minginchukonnaru,minginchukunnaru
eni,leni
lenu,leni
loni,leni
lendi,leni
lena,leni
lenin,leni
leeni,leni
eeni,leni
aap,aat
att,aat
aaj,aat
aatu,aat
amat,aat
raat,aat
aatt,aat
sat,aat
baat,aat
nat,aat
kat,aat
saat,aat
jaat,aat
aay,aat
aar,aat
kaat,aat
aam,aat
mat,aat
laat,aat
aati,aat
avasaram,avasarama
avsarama,avasarama
avasrama,avasarama
pettava,pettav
petta,pettav
petav,pettav
puttav,pettav
pettavu,pettav
pettam,pettav
pettan,pettav
pettavo,pettav
nunde,nundi
nandi,nundi
nundo,nundi
nundu,nundi
nundii,nundi
konchem,koncham
kuncham,koncham
konchamu,koncham
koncha,koncham
konchom,koncham
assal,assam
telisipoindi,telisipoyindi
telisipoyinde,telisipoyindi
gorrelu,gorrela
mana,manda
munda,manda
mandu,manda
maada,manda
mande,manda
minda,manda
mandam,manda
menda,manda
vunnanta,unnanta
annanta,unnanta
varaku,varuku
varuk,varuku
varku,varuku
vediki,veediki
eediki,veediki
klo,kalo
kale,kalo
kalu,kalo
kala,kalo
kelo,kalo
okalo,kalo
kal,kalo
kali,kalo
misam,misal
musal,misal
misalu,misal
matu,mau
mak,mau
mam,mau
mal,mau
may,mau
mamu,mau
manu,mau
malu,mau
mou,mau
ganta,ganti
gani,ganti
gunti,ganti
dula,dulu
dlu,dulu
atanu,atau
tau,atau
ata,atau
atu,atau
atadu,atau
gatau,atau
atay,atau
attu,atau
atuu,atau
bai,bayi
ayi,bayi
aayi,bayi
bay,bayi
bayo,bayi
kya,kaya
kayak,kaya
kiya,kaya
kayi,kaya
kayam,kaya
aaya,kaya
pandulaku,pandulaki
panulaki,pandulaki
gaddam,gaddaa
gudda,guddu
gudu,guddu
guddi,guddu
gudde,guddu
goddu,guddu
aye,lye
lyt,lye
lee,lye
liye,lye
iye,lye
lyy,lye
oye,lye
kata,katna
kaana,katna
kaatna,katna
katnam,katna
kataa,katna
kitna,katna
atna,katna
kaina,katna
iccha,icchav
icchava,icchav
uta,puta
pota,puta
putav,puta
putra,puta
putam,puta
uuta,puta
peta,puta
putla,puta
pita,puta
pta,puta
adivi,vadivi
evadivi,vadivi
vadiva,vadivi
gaali,gali
gala,gali
gili,gali
ali,gali
agali,gali
gale,gali
galti,gali
lanjakodkaa,lanjaodkaa
lanjodkaa,lanjaodkaa
denga,dengi
dengu,dengi
dengai,dengi
deni,dengi
dengei,dengi
mustii,musti
esa,esaa
esada,esaa
esna,esaa
esav,esaa
estaa,esaa
esta,esaa
esaam,esaa
esam,esaa
esaka,esaa
seri,eri
erri,eri
ori,eri
teri,eri
uri,eri
veri,eri
neri,eri
naayala,nayala
nayalu,nayala
nayalla,nayala
nayal,nayala
nayaala,nayala
naala,nayala
nayla,nayala
nayalaa,nayala
ayinai,ayinaa
ayinda,ayinaa
ainaa,ayinaa
ayyinaa,ayinaa
ayinay,ayinaa
ayinaka,ayinaa
ama,mama
mami,mama
maama,mama
manchdu,manchodu
manchode,manchodu
monchodu,manchodu
manchoda,manchodu
manchodu…,manchodu
manchudu,manchodu
manchodi,manchodu
baanisa,banisa
mundala,mundalu
mundale,mundalu
lavda,lavada
avada,lavada
lovada,lavada
lavadaa,lavada
kavalane,kavalani
avalani,kavalani
kaavalani,kavalani
late,lite
chepadu,cheppadu
cheppedu,cheppadu
cheppudu,cheppadu
cheppodu,cheppadu
cheppada,cheppadu
cheppadi,cheppadu
cheppado,cheppadu
cheppaadu,cheppadu
andke,anduke
anduku,anduke
induke,anduke
andukey,anduke
anuke,anduke
andeke,anduke
anuduke,anduke
andike,anduke
andukee,anduke
anduka,anduke
okkosari,okkasari
okkasri,okkasari
ayyindi,ayindi
ayndi,ayindi
ayinde,ayindi
iyindi,ayindi
nayindi,ayindi
ayundi,ayindi
aayindi,ayindi
ayindii,ayindi
ayiundi,ayindi
aaindi,ayindi
ayindo,ayindi
ayandi,ayindi
ayeindi,ayindi
cheppandi,chepandi
chepindi,chepandi
chapandi,chepandi
cheopandi,chepandi
chepani,chepandi
sarle,sarlu
saarlu,sarlu
saru,sarlu
saalu,sarlu
sarulu,sarlu
starlu,sarlu
saruu,sarlu
saralu,sarlu
chesina,chusina
chusena,chusina
chsina,chusina
chusinav,chusina
chusna,chusina
chusinam,chusina
chasina,chusina
chusini,chusina
chosina,chusina
cusina,chusina
chusinaa,chusina
boo,boor
boom,boor
kottadu,kotadu
kotaadu,kotadu
ostay,stay
star,stay
stayi,stay
istay,stay
stayo,stay
itay,stay
estay,stay
say,stay
staa,stay
into,intlo
ontlo,intlo
dintlo,intlo
intla,intlo
intilo,intlo
intalo,intlo
kurchuni,kurchoni
kurchondi,kurchoni
kurchonu,kurchoni
bas,ba
baa,ba
bi,ba
bo,ba
bar,ba
aba,ba
bua,ba
bna,ba
be,ba
baj,ba
bta,ba
bu,ba
bau,ba
roju,raju
raja,raju
raaju,raju
raje,raju
rju,raju
aitam,antam
anatam,antam
antad,antam
anam,antam
antah,antam
antamu,antam
pedite,padite
pudite,padite
aadite,padite
padte,padite
paditey,padite
padita,padite
adite,padite
teeyi,teyyi
teyi,teyyi
tiyyi,teyyi
nane,nanne
nannu,nanne
nwanne,nanne
adgadu,adigadu
adagadu,adigadu
lekuda,leknda
ivani,ivanni
avanni,ivanni
vanni,ivanni
evanni,ivanni
kadandi,kaadandi
kaadani,kaadandi
undu,mundu
munde,mundu
mindu,mundu
mmundu,mundu
mundi,mundu
cheptunte,cheputunte
ostunna,ostunnai
ostunai,ostunnai
vijayam,vijaya
vijay,vijaya
shantu,shanti
kukkal,kukka
kukkaa,kukka
tittinatu,titinatu
titti,tiiti
titi,tiiti
kotta,kotti
kottu,kotti
katti,kotti
kitti,kotti
kotte,kotti
koti,kotti
otti,kotti
nato,natu
nata,natu
anatu,natu
nattu,natu
ntu,natu
natuu,natu
unatu,natu
chimpi,chimpu
adukunta,adukunata
nanti,nanta
nana,nanta
unanta,nanta
ananta,nanta
kottav,kattav
kattavu,kattav
kattam,kattav
kattay,kattav
sare,sari
saari,sari
sar,sari
esari,sari
isari,sari
osari,sari
sara,sari
sai,sari
siri,sari
anipistondi,anipistundi
anipistunodi,anipistundi
anpistundi,anipistundi
lanipistundi,anipistundi
kanipistundi,anipistundi
anipistindi,anipistundi
tirigey,tiregey
po,pe
pi,pe
pde,pe
pae,pe
peh,pe
pa,pe
korke,karke
kare,karke
adega,dega
duga,dega
degi,dega
dmega,dega
hoga,hogya
yeh,ye
yi,ye
yee,ye
yey,ye
yu,ye
sie,se
ese,se
sye,se
si,se
sa,se
sey,se
use,se
su,se
sv,se
ke,ku
uu,ku
ko,ku
kk,ku
iu,ku
kuọ,ku
kyu,ku
kuu,ku
kum,ku
kapatadaari,kapatadari
